Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
 7777            ,    0 00 03 ,   88 19 34,          0,      0.000,      1.400,            0,            0,          0
2   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68647,	   1.76991,	  -1.21616
3   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.22096,	   1.67076,	  -1.21903
4   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.03458,	   0.85221,	  -1.23308
5   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -0.42830,	  -1.27828,	  -1.26957
6   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.92300,	  -1.19698,	  -1.26735
7   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68647,	   1.76991,	  -1.21616
8   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68804,	   1.75017,	   2.37849
9   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.75930,	   1.62289,	   2.38488
10   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.46410,	  -1.34060,	   2.33496
11   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.92300,	  -1.19698,	   2.32905
12   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68804,	   1.75017,	   2.37849
13   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.22096,	   1.67076,	  -1.21903
14   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68647,	   1.76991,	  -1.21616
15   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68804,	   1.75017,	   2.37849
16   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.75930,	   1.62289,	   2.38488
17   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.56530,	   1.64910,	  -0.53922
18   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.56753,	   1.64890,	  -0.52313
19   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -1.22096,	   1.67076,	  -1.21903
20   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68647,	   1.76991,	  -1.21616
21   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.92300,	  -1.19698,	  -1.26735
22   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.92300,	  -1.19698,	   2.32905
23   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68804,	   1.75017,	   2.37849
24   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,   0.68647,	   1.76991,	  -1.21616
25   ,  236 06 23 ,  119 35 54,      2.876,      0.000,      0.000,  -0.42830,	  -1.27828,	  -1.26957
