The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
  -101      -1381        0.001850             0.000001 
  -100      -1380        0.018239             0.000011 
   -99      -1379        0.051569             0.000046 
   -98      -1378        0.101840             0.000123 
   -97      -1377        0.169052             0.000258 
   -96      -1376        0.253205             0.000469 
   -95      -1375        0.354299             0.000773 
   -94      -1374        0.472335             0.001186 
   -93      -1373        0.607311             0.001726 
   -92      -1372        0.759228             0.002409 
   -91      -1371        0.928087             0.003253 
   -90      -1370        1.113886             0.004274 
   -89      -1369        1.316627             0.005489 
   -88      -1368        1.536309             0.006916 
   -87      -1367        1.772932             0.008570 
   -86      -1366        2.026496             0.010470 
   -85      -1365        2.297000             0.012632 
   -84      -1364        2.584446             0.015072 
   -83      -1363        2.888834             0.017809 
   -82      -1362        3.210162             0.020859 
   -81      -1361        3.548431             0.024238 
   -80      -1360        3.903641             0.027964 
   -79      -1359        4.275793             0.032054 
   -78      -1358        4.664885             0.036524 
   -77      -1357        5.070919             0.041392 
   -76      -1356        5.493893             0.046674 
   -75      -1355        5.933809             0.052388 
   -74      -1354        6.390610             0.058550 
   -73      -1353        6.854801             0.065173 
   -72      -1352        7.319442             0.072260 
   -71      -1351        7.784535             0.079812 
   -70      -1350        8.250079             0.087830 
   -69      -1349        8.716073             0.096313 
   -68      -1348        9.182518             0.105262 
   -67      -1347        9.649415             0.114678 
   -66      -1346       10.116762             0.124561 
   -65      -1345       10.584560             0.134912 
   -64      -1344       11.052809             0.145730 
   -63      -1343       11.521329             0.157017 
   -62      -1342       11.989879             0.168773 
   -61      -1341       12.458460             0.180997 
   -60      -1340       12.927070             0.193690 
   -59      -1339       13.395710             0.206851 
   -58      -1338       13.864379             0.220481 
   -57      -1337       14.333078             0.234580 
   -56      -1336       14.801807             0.249147 
   -55      -1335       15.270566             0.264184 
   -54      -1334       15.739355             0.279689 
   -53      -1333       16.208173             0.295662 
   -52      -1332       16.677021             0.312105 
   -51      -1331       17.145899             0.329016 
   -50      -1330       17.614807             0.346397 
   -49      -1329       18.083744             0.364246 
   -48      -1328       18.552711             0.382564 
   -47      -1327       19.021708             0.401352 
   -46      -1326       19.490734             0.420608 
   -45      -1325       19.959791             0.440333 
   -44      -1324       20.428877             0.460527 
