The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -59      -1472        0.006889             0.000003 
   -58      -1471        0.239783             0.000127 
   -57      -1470        0.801604             0.000647 
   -56      -1469        1.496214             0.001796 
   -55      -1468        2.191639             0.003640 
   -54      -1467        2.887879             0.006180 
   -53      -1466        3.584935             0.009416 
   -52      -1465        4.282806             0.013350 
   -51      -1464        4.981492             0.017982 
   -50      -1463        5.680993             0.023314 
   -49      -1462        6.381310             0.029345 
   -48      -1461        7.082442             0.036077 
   -47      -1460        7.784390             0.043510 
   -46      -1459        8.487152             0.051646 
   -45      -1458        9.190730             0.060485 
   -44      -1457        9.895123             0.070028 
   -43      -1456       10.600332             0.080276 
   -42      -1455       11.306356             0.091229 
   -41      -1454       12.013195             0.102889 
   -40      -1453       12.720849             0.115256 
   -39      -1452       13.429319             0.128331 
   -38      -1451       14.138604             0.142115 
   -37      -1450       14.848704             0.156608 
   -36      -1449       15.559620             0.171813 
   -35      -1448       16.271351             0.187728 
   -34      -1447       16.983897             0.204356 
   -33      -1446       17.697148             0.221696 
   -32      -1445       18.410474             0.239750 
   -31      -1444       19.123773             0.258517 
   -30      -1443       19.837047             0.277998 
   -29      -1442       20.550294             0.298191 
   -28      -1441       21.263515             0.319098 
   -27      -1440       21.976710             0.340718 
   -26      -1439       22.689879             0.363052 
   -25      -1438       23.403021             0.386098 
   -24      -1437       24.116138             0.409858 
   -23      -1436       24.829228             0.434330 
   -22      -1435       25.542292             0.459516 
   -21      -1434       26.255330             0.485415 
   -20      -1433       26.968342             0.512027 
   -19      -1432       27.681328             0.539351 
   -18      -1431       28.394288             0.567389 
   -17      -1430       29.107221             0.596140 
   -16      -1429       29.820129             0.625604 
   -15      -1428       30.533010             0.655780 
   -14      -1427       31.245865             0.686670 
   -13      -1426       31.958694             0.718272 
   -12      -1425       32.671496             0.750587 
   -11      -1424       33.384273             0.783615 
   -10      -1423       34.097024             0.817356 
    -9      -1422       34.809748             0.851809 
    -8      -1421       35.522446             0.886975 
    -7      -1420       36.235118             0.922854 
    -6      -1419       36.947764             0.959445 
    -5      -1418       37.660384             0.996749 
    -4      -1417       38.372977             1.034766 
    -3      -1416       39.085545             1.073495 
    -2      -1415       39.798086             1.112937 
    -1      -1414       40.510602             1.153091 
     0      -1413       41.223091             1.193958 
     1      -1412       41.935553             1.235538 
     2      -1411       42.647990             1.277829 
     3      -1410       43.360401             1.320834 
     4      -1409       44.072785             1.364550 
     5      -1408       44.785144             1.408979 
     6      -1407       45.497476             1.454121 
     7      -1406       46.209782             1.499974 
     8      -1405       46.922062             1.546540 
     9      -1404       47.634316             1.593818 
    10      -1403       48.346543             1.641809 
    11      -1402       49.058745             1.690511 
    12      -1401       49.770920             1.739926 
    13      -1400       50.483069             1.790053 
    14      -1399       51.195192             1.840892 
    15      -1398       51.907289             1.892444 
    16      -1397       52.619360             1.944707 
    17      -1396       53.331405             1.997682 
    18      -1395       54.043423             2.051370 
    19      -1394       54.755416             2.105769 
    20      -1393       55.467382             2.160880 
    21      -1392       56.179322             2.216704 
    22      -1391       56.891236             2.273239 
    23      -1390       57.603123             2.330486 
    24      -1389       58.314985             2.388445 
    25      -1388       59.026821             2.447116 
    26      -1387       59.736175             2.506498 
    27      -1386       60.253498             2.566493 
    28      -1385       60.460006             2.626849 
    29      -1384       60.466323             2.687312 
    30      -1383       60.468843             2.747780 
    31      -1382       60.471363             2.808250 
    32      -1381       60.473884             2.868723 
    33      -1380       60.476404             2.929198 
    34      -1379       60.478924             2.989676 
    35      -1378       60.481444             3.050156 
    36      -1377       60.483965             3.110638 
    37      -1376       60.486485             3.171124 
    38      -1375       60.489005             3.231611 
    39      -1374       60.491525             3.292102 
    40      -1373       60.494045             3.352594 
    41      -1372       60.496565             3.413090 
    42      -1371       60.499085             3.473588 
    43      -1370       60.501605             3.534088 
    44      -1369       60.504125             3.594591 
    45      -1368       60.506645             3.655096 
    46      -1367       60.509165             3.715604 
    47      -1366       60.511685             3.776115 
    48      -1365       60.514205             3.836627 
    49      -1364       60.516725             3.897143 
    50      -1363       60.519245             3.957661 
    51      -1362       60.521765             4.018181 
    52      -1361       60.524285             4.078704 
    53      -1360       60.526805             4.139230 
    54      -1359       60.529325             4.199758 
    55      -1358       60.531845             4.260289 
    56      -1357       60.534364             4.320822 
    57      -1356       60.536884             4.381357 
    58      -1355       60.539404             4.441896 
    59      -1354       60.541924             4.502436 
    60      -1353       60.544444             4.562979 
    61      -1352       60.546963             4.623525 
    62      -1351       60.549483             4.684073 
    63      -1350       60.552003             4.744624 
    64      -1349       60.554522             4.805177 
    65      -1348       60.557042             4.865733 
    66      -1347       60.559562             4.926291 
    67      -1346       60.562081             4.986852 
    68      -1345       60.564601             5.047416 
    69      -1344       60.567121             5.107981 
    70      -1343       60.569640             5.168550 
    71      -1342       60.572160             5.229121 
    72      -1341       60.574679             5.289694 
    73      -1340       60.577199             5.350270 
    74      -1339       60.579718             5.410849 
    75      -1338       60.582238             5.471430 
    76      -1337       60.584757             5.532013 
    77      -1336       60.587277             5.592599 
    78      -1335       60.589796             5.653188 
    79      -1334       60.592315             5.713779 
    80      -1333       60.594835             5.774372 
    81      -1332       60.597354             5.834968 
    82      -1331       60.599873             5.895567 
    83      -1330       60.602393             5.956168 
    84      -1329       60.604912             6.016772 
    85      -1328       60.607431             6.077378 
    86      -1327       60.609951             6.137987 
    87      -1326       60.612470             6.198598 
    88      -1325       60.614989             6.259211 
    89      -1324       60.617508             6.319828 
    90      -1323       60.620028             6.380447 
    91      -1322       60.622547             6.441068 
    92      -1321       60.625066             6.501692 
    93      -1320       60.627585             6.562318 
    94      -1319       60.630104             6.622947 
    95      -1318       60.632623             6.683578 
    96      -1317       60.635142             6.744212 
    97      -1316       60.637661             6.804848 
    98      -1315       60.640180             6.865487 
    99      -1314       60.642699             6.926129 
   100      -1313       60.645218             6.986773 
   101      -1312       60.647737             7.047419 
   102      -1311       60.650256             7.108068 
   103      -1310       60.652775             7.168720 
   104      -1309       60.655294             7.229374 
   105      -1308       60.657813             7.290030 
   106      -1307       60.660332             7.350689 
   107      -1306       60.662851             7.411351 
   108      -1305       60.665370             7.472015 
   109      -1304       60.667889             7.532682 
   110      -1303       60.670408             7.593351 
   111      -1302       60.672926             7.654023 
   112      -1301       60.675445             7.714697 
   113      -1300       60.677964             7.775373 
   114      -1299       60.680483             7.836053 
   115      -1298       60.683001             7.896734 
   116      -1297       60.685520             7.957419 
   117      -1296       60.688039             8.018105 
   118      -1295       60.690558             8.078795 
   119      -1294       60.693076             8.139487 
   120      -1293       60.695595             8.200181 
   121      -1292       60.698113             8.260878 
   122      -1291       60.700632             8.321577 
   123      -1290       60.703151             8.382279 
   124      -1289       60.705669             8.442983 
   125      -1288       60.708188             8.503690 
   126      -1287       60.710706             8.564400 
   127      -1286       60.713225             8.625112 
   128      -1285       60.715743             8.685826 
   129      -1284       60.718262             8.746543 
   130      -1283       60.720780             8.807263 
   131      -1282       60.723299             8.867985 
   132      -1281       60.725817             8.928709 
   133      -1280       60.728336             8.989436 
   134      -1279       60.730854             9.050166 
   135      -1278       60.733372             9.110898 
   136      -1277       60.735891             9.171633 
   137      -1276       60.738409             9.232370 
   138      -1275       60.740927             9.293110 
   139      -1274       60.743446             9.353852 
   140      -1273       60.745964             9.414596 
   141      -1272       60.748482             9.475344 
   142      -1271       60.751000             9.536093 
   143      -1270       60.753519             9.596846 
   144      -1269       60.756037             9.657600 
   145      -1268       60.758555             9.718358 
   146      -1267       60.761073             9.779118 
   147      -1266       60.763591             9.839880 
   148      -1265       60.766109             9.900645 
   149      -1264       60.768628             9.961412 
   150      -1263       60.771146            10.022182 
   151      -1262       60.773664            10.082954 
   152      -1261       60.776182            10.143729 
   153      -1260       60.778700            10.204507 
   154      -1259       60.781218            10.265287 
   155      -1258       60.783736            10.326069 
   156      -1257       60.786254            10.386854 
   157      -1256       60.788772            10.447642 
   158      -1255       60.791290            10.508432 
   159      -1254       60.793808            10.569224 
   160      -1253       60.796326            10.630019 
   161      -1252       60.798843            10.690817 
   162      -1251       60.801361            10.751617 
   163      -1250       60.803879            10.812420 
   164      -1249       60.806397            10.873225 
   165      -1248       60.808915            10.934032 
   166      -1247       60.811433            10.994843 
   167      -1246       60.813950            11.055655 
   168      -1245       60.816468            11.116471 
   169      -1244       60.818986            11.177288 
   170      -1243       60.821504            11.238109 
   171      -1242       60.824021            11.298931 
   172      -1241       60.826539            11.359757 
   173      -1240       60.829057            11.420584 
   174      -1239       60.831574            11.481415 
   175      -1238       60.834092            11.542248 
   176      -1237       60.836610            11.603083 
   177      -1236       60.839127            11.663921 
   178      -1235       60.841645            11.724761 
   179      -1234       60.844162            11.785604 
   180      -1233       60.846680            11.846449 
   181      -1232       60.849197            11.907297 
   182      -1231       60.851715            11.968148 
   183      -1230       60.854232            12.029001 
   184      -1229       60.856750            12.089856 
   185      -1228       60.859267            12.150714 
   186      -1227       60.861785            12.211575 
   187      -1226       60.864302            12.272438 
   188      -1225       60.866819            12.333303 
   189      -1224       60.869337            12.394172 
   190      -1223       60.871854            12.455042 
   191      -1222       60.874372            12.515915 
   192      -1221       60.876889            12.576791 
   193      -1220       60.879406            12.637669 
   194      -1219       60.881923            12.698550 
   195      -1218       60.884441            12.759433 
   196      -1217       60.886958            12.820319 
   197      -1216       60.889475            12.881207 
   198      -1215       60.891992            12.942098 
   199      -1214       60.894510            13.002991 
   200      -1213       60.897027            13.063887 
   201      -1212       60.899544            13.124785 
   202      -1211       60.902061            13.185686 
   203      -1210       60.904578            13.246589 
   204      -1209       60.907095            13.307495 
   205      -1208       60.909612            13.368403 
   206      -1207       60.912129            13.429314 
   207      -1206       60.914646            13.490227 
   208      -1205       60.917163            13.551143 
   209      -1204       60.919680            13.612062 
   210      -1203       60.922197            13.672983 
   211      -1202       60.924714            13.733906 
   212      -1201       60.927231            13.794832 
   213      -1200       60.929748            13.855761 
   214      -1199       60.932265            13.916692 
   215      -1198       60.934782            13.977625 
   216      -1197       60.937299            14.038561 
   217      -1196       60.939816            14.099500 
   218      -1195       60.942333            14.160441 
   219      -1194       60.944849            14.221384 
   220      -1193       60.947366            14.282330 
   221      -1192       60.949883            14.343279 
   222      -1191       60.952400            14.404230 
   223      -1190       60.954917            14.465184 
   224      -1189       60.957433            14.526140 
   225      -1188       60.959950            14.587099 
   226      -1187       60.962467            14.648060 
   227      -1186       60.964983            14.709024 
   228      -1185       60.967500            14.769990 
   229      -1184       60.970017            14.830959 
   230      -1183       60.972533            14.891930 
   231      -1182       60.975050            14.952904 
   232      -1181       60.977566            15.013880 
   233      -1180       60.980083            15.074859 
   234      -1179       60.982600            15.135840 
   235      -1178       60.985116            15.196824 
   236      -1177       60.987633            15.257810 
   237      -1176       60.990149            15.318799 
   238      -1175       60.992666            15.379791 
   239      -1174       60.995182            15.440785 
   240      -1173       60.997698            15.501781 
   241      -1172       61.000215            15.562780 
   242      -1171       61.002731            15.623782 
   243      -1170       61.005248            15.684786 
   244      -1169       61.007764            15.745792 
   245      -1168       61.010280            15.806801 
   246      -1167       61.012797            15.867813 
   247      -1166       61.015313            15.928827 
   248      -1165       61.017829            15.989843 
   249      -1164       61.020345            16.050862 
   250      -1163       61.022862            16.111884 
   251      -1162       61.025378            16.172908 
   252      -1161       61.027894            16.233935 
   253      -1160       61.030410            16.294964 
   254      -1159       61.032927            16.355996 
   255      -1158       61.035443            16.417030 
   256      -1157       61.037959            16.478066 
   257      -1156       61.040475            16.539106 
   258      -1155       61.042991            16.600147 
   259      -1154       61.045507            16.661192 
   260      -1153       61.048023            16.722238 
   261      -1152       61.050539            16.783288 
   262      -1151       61.053055            16.844339 
   263      -1150       61.055571            16.905394 
   264      -1149       61.058087            16.966451 
   265      -1148       61.060603            17.027510 
   266      -1147       61.063119            17.088572 
   267      -1146       61.065635            17.149636 
   268      -1145       61.068151            17.210703 
   269      -1144       61.070667            17.271772 
   270      -1143       61.073183            17.332844 
   271      -1142       61.075699            17.393919 
   272      -1141       61.078215            17.454996 
   273      -1140       61.080730            17.516075 
   274      -1139       61.083246            17.577157 
   275      -1138       61.085762            17.638242 
   276      -1137       61.088278            17.699329 
   277      -1136       61.090794            17.760418 
   278      -1135       61.093309            17.821510 
   279      -1134       61.095825            17.882605 
   280      -1133       61.098341            17.943702 
   281      -1132       61.100856            18.004802 
   282      -1131       61.103372            18.065904 
   283      -1130       61.105888            18.127008 
   284      -1129       61.108403            18.188115 
   285      -1128       61.110919            18.249225 
   286      -1127       61.113434            18.310337 
   287      -1126       61.115950            18.371452 
   288      -1125       61.118466            18.432569 
   289      -1124       61.120981            18.493689 
   290      -1123       61.123497            18.554811 
   291      -1122       61.126012            18.615936 
   292      -1121       61.128528            18.677063 
   293      -1120       61.131043            18.738193 
   294      -1119       61.133558            18.799325 
   295      -1118       61.136074            18.860460 
   296      -1117       61.138589            18.921597 
   297      -1116       61.141105            18.982737 
   298      -1115       61.143620            19.043880 
   299      -1114       61.146135            19.105025 
   300      -1113       61.148651            19.166172 
